CUSTOMER_NUMBER,LATEST_CREDITCARD_COUNT,LATEST_DEBITCARD_COUNT,HAS_CREDITCARD_OBS,HAS_DEBITCARD_OBS,CARD_ACTIVE_MONTHS,MAX_HIST_CREDITCARD,MAX_HIST_DEBITCARD,CREDITCARD_GROWTH,DEBITCARD_GROWTH
249110,0,1,0,1,9,0,1,0,0
249111,0,1,0,1,3,0,1,0,0
249117,1,0,1,0,5,1,0,0,0
249120,0,2,0,1,4,0,2,0,1
249141,1,0,1,0,5,1,0,0,0
249160,0,1,0,1,1,0,1,0,0
249161,0,1,0,1,1,0,1,0,0
249178,0,1,0,1,3,0,1,0,0
249183,1,0,1,0,1,1,0,0,0
249192,0,1,0,1,1,0,1,0,0
249232,1,0,1,0,1,1,0,0,0
249237,1,1,1,1,4,1,1,1,0
249257,1,0,1,0,4,1,0,0,0
249280,1,0,1,0,1,1,0,0,0
249302,0,1,0,1,5,0,1,0,0
249312,0,1,0,1,3,0,1,0,0
249315,1,1,1,1,9,1,1,0,1
249320,0,1,0,1,2,0,1,0,0
249323,0,1,0,1,3,0,1,0,0
249326,1,0,1,0,7,1,0,0,0
249330,1,0,1,0,3,1,0,0,0
249335,0,1,0,1,4,0,1,0,0
249358,0,1,0,1,8,0,1,0,0
249363,0,1,0,1,1,0,1,0,0
249365,0,1,0,1,7,0,1,0,0
249377,0,1,0,1,1,0,1,0,0
249387,0,1,0,1,3,0,1,0,0
249412,0,2,0,1,1,0,2,0,0
249414,0,1,0,1,5,0,1,0,0
249421,1,0,1,0,5,1,0,0,0
249434,0,1,0,1,3,0,1,0,0
249441,1,0,1,0,4,1,0,0,0
249449,0,2,0,1,3,0,2,0,0
249453,1,0,1,0,4,1,0,0,0
249458,1,0,1,0,5,1,0,0,0
249461,0,1,0,1,5,0,1,0,0
249464,0,1,0,1,5,0,1,0,0
249468,0,1,0,1,7,0,1,0,0
249473,0,1,0,1,2,0,1,0,0
249480,0,1,0,1,9,0,1,0,0
249488,0,1,0,1,1,0,1,0,0
249495,1,0,1,0,3,1,0,0,0
249496,0,1,0,1,3,0,1,0,0
249505,0,1,0,1,2,0,1,0,0
249510,0,1,0,1,9,0,1,0,0
249516,0,1,0,1,9,0,1,0,0
249534,0,1,0,1,5,0,1,0,0
249556,0,1,0,1,1,0,1,0,0
249560,0,1,0,1,5,0,1,0,0
249606,0,1,0,1,3,0,1,0,0
249612,1,0,1,0,5,1,0,0,0
249619,0,1,0,1,1,0,1,0,0
249629,0,1,0,1,3,0,1,0,0
249639,1,0,1,0,6,1,0,0,0
249646,0,1,0,1,4,0,1,0,0
249650,1,0,1,0,2,1,0,0,0
249661,0,1,0,1,9,0,1,0,0
249667,0,1,0,1,1,0,1,0,0
249675,1,0,1,0,5,1,0,0,0
249686,0,1,0,1,5,0,1,0,0
249691,2,0,1,0,9,2,0,0,0
249700,1,0,1,0,2,1,0,0,0
249704,0,1,0,1,1,0,1,0,0
249720,0,1,0,1,1,0,1,0,0
249732,0,1,0,1,3,0,1,0,0
249748,0,1,0,1,2,0,1,0,0
249757,0,1,0,1,8,0,1,0,0
249764,1,0,1,0,4,1,0,0,0
249773,0,1,0,1,6,0,1,0,0
249787,1,0,1,0,4,1,0,0,0
249801,0,1,0,1,1,0,1,0,0
249803,1,0,1,0,5,1,0,0,0
249808,1,0,1,0,3,1,0,0,0
249813,0,1,0,1,1,0,1,0,0
249825,0,1,0,1,3,0,1,0,0
249828,0,3,0,1,2,0,3,0,0
249846,0,1,0,1,3,0,1,0,0
249847,1,0,1,0,5,1,0,0,0
249853,0,1,0,1,9,0,1,0,0
249854,1,0,1,0,2,1,0,0,0
249856,0,1,0,1,1,0,1,0,0
249858,0,1,0,1,1,0,1,0,0
249861,0,1,0,1,5,0,1,0,0
249872,0,1,0,1,7,0,1,0,0
249886,1,0,1,0,9,1,0,0,0
249897,0,1,0,1,5,0,1,0,0
249921,0,1,0,1,4,0,1,0,0
249931,0,1,0,1,3,0,1,0,0
249945,0,1,0,1,5,0,1,0,0
249952,1,0,1,0,2,1,0,0,0
249961,0,1,0,1,4,0,1,0,0
249966,1,0,1,0,9,1,0,0,0
249971,0,1,0,1,2,0,1,0,0
249983,0,1,0,1,6,0,1,0,0
249992,1,0,1,0,1,1,0,0,0
249994,1,0,1,0,3,1,0,0,0
249997,0,1,0,1,2,0,1,0,0
250020,0,1,0,1,6,0,1,0,0
250032,0,1,0,1,2,0,1,0,0
250035,0,1,0,1,4,0,1,0,0
250053,0,1,0,1,5,0,1,0,0
250059,0,1,0,1,3,0,1,0,0
250067,0,1,0,1,7,0,1,0,0
250079,0,1,0,1,6,0,1,0,0
250081,0,1,0,1,2,0,1,0,0
250083,3,0,1,0,7,3,0,2,0
250087,1,0,1,0,3,1,0,0,0
250091,0,1,0,1,9,0,1,0,0
250106,0,1,0,1,7,0,1,0,0
250109,0,1,0,1,6,0,1,0,0
250113,0,1,0,1,5,0,1,0,0
250114,0,2,0,1,3,0,2,0,0
250118,0,1,0,1,6,0,1,0,0
250122,0,1,0,1,3,0,1,0,0
250125,0,1,0,1,2,0,1,0,0
250133,1,0,1,0,8,1,0,0,0
250144,1,1,1,1,5,1,1,0,0
250146,0,1,0,1,4,0,1,0,0
250162,0,2,0,1,6,0,2,0,1
250164,1,0,1,0,8,1,0,0,0
250166,0,1,0,1,1,0,1,0,0
250200,0,1,0,1,1,0,1,0,0
250209,0,1,0,1,6,0,1,0,0
250217,0,1,0,1,3,0,1,0,0
250231,0,1,0,1,5,0,1,0,0
250247,0,1,0,1,3,0,1,0,0
250249,0,1,0,1,3,0,1,0,0
250268,0,1,0,1,2,0,1,0,0
250271,0,1,0,1,2,0,1,0,0
250274,1,1,1,1,3,1,1,0,0
250276,0,1,0,1,1,0,1,0,0
250303,0,2,0,1,7,0,2,0,1
250307,0,1,0,1,2,0,1,0,0
250317,0,1,0,1,5,0,1,0,0
250321,0,1,0,1,2,0,1,0,0
250325,0,1,0,1,9,0,1,0,0
250331,1,0,1,0,1,1,0,0,0
250340,1,0,1,0,7,1,0,0,0
250344,0,1,0,1,6,0,1,0,0
250357,0,1,0,1,2,0,1,0,0
250358,1,0,1,0,5,1,0,0,0
250365,1,0,1,0,9,1,0,0,0
250369,1,1,1,1,6,1,1,1,0
250372,0,1,0,1,6,0,1,0,0
250373,0,1,0,1,7,0,1,0,0
250413,1,0,1,0,4,1,0,0,0
250415,1,0,1,0,2,1,0,0,0
250418,0,1,0,1,3,0,1,0,0
250428,1,2,1,1,7,1,2,1,1
250430,0,1,0,1,1,0,1,0,0
250435,0,1,0,1,5,0,1,0,0
250440,1,0,1,0,5,1,0,0,0
250449,1,0,1,0,5,1,0,0,0
250452,1,0,1,0,1,1,0,0,0
250484,0,1,0,1,5,0,1,0,0
250490,0,2,0,1,3,0,2,0,1
250495,0,1,0,1,5,0,1,0,0
250497,0,1,0,1,2,0,1,0,0
250508,0,1,0,1,6,0,1,0,0
250509,0,1,0,1,5,0,1,0,0
250521,1,0,1,0,2,1,0,0,0
250527,1,0,1,0,4,1,0,0,0
250530,0,1,0,1,6,0,1,0,0
250543,0,1,0,1,1,0,1,0,0
250550,0,1,0,1,7,0,1,0,0
250551,0,1,0,1,6,0,1,0,0
250558,0,2,0,1,2,0,2,0,0
250562,1,0,1,0,7,1,0,0,0
250574,0,1,0,1,6,0,1,0,0
250576,0,1,0,1,4,0,1,0,0
250582,0,1,0,1,9,0,1,0,0
250596,0,1,0,1,1,0,1,0,0
250605,0,1,0,1,5,0,1,0,0
250606,0,1,0,1,7,0,1,0,0
250608,1,0,1,0,5,1,0,0,0
250625,0,1,0,1,1,0,1,0,0
250626,0,1,0,1,7,0,1,0,0
250629,0,2,0,1,4,0,2,0,1
250673,0,1,0,1,1,0,1,0,0
250678,0,1,0,1,5,0,1,0,0
250691,1,0,1,0,7,1,0,0,0
250692,1,0,1,0,9,1,0,0,0
250698,0,1,0,1,6,0,1,0,0
250721,0,1,0,1,1,0,1,0,0
250722,0,1,0,1,1,0,1,0,0
250737,0,1,0,1,5,0,1,0,0
250759,1,0,1,0,9,1,0,0,0
250785,1,1,1,1,1,1,1,0,0
250790,0,1,0,1,3,0,1,0,0
250807,1,0,1,0,1,1,0,0,0
250829,0,3,0,1,2,0,3,0,0
250844,0,1,0,1,3,0,1,0,0
250851,1,0,1,0,3,1,0,0,0
250865,0,1,0,1,3,0,1,0,0
250870,0,1,0,1,2,0,1,0,0
250874,0,3,0,1,7,0,3,0,0
250878,0,1,0,1,6,0,1,0,0
250883,0,1,0,1,6,0,1,0,0
250887,0,1,0,1,2,0,1,0,0
250890,0,2,0,1,1,0,2,0,0
250892,0,1,0,1,9,0,1,0,0
250910,0,1,0,1,5,0,1,0,0
250917,0,1,0,1,9,0,1,0,0
250921,0,1,0,1,4,0,1,0,0
250927,0,1,0,1,6,0,1,0,0
250933,0,1,0,1,5,0,1,0,0
250944,0,1,0,1,1,0,1,0,0
250947,2,0,1,0,2,2,0,0,0
250949,1,0,1,0,1,1,0,0,0
250964,0,1,0,1,2,0,1,0,0
250989,0,1,0,1,5,0,1,0,0
250993,0,1,0,1,7,0,1,0,0
250994,0,1,0,1,7,0,1,0,0
251001,0,1,0,1,1,0,1,0,0
251017,1,0,1,0,3,1,0,0,0
251026,0,1,0,1,4,0,1,0,0
251063,0,1,0,1,6,0,1,0,0
251069,0,1,0,1,6,0,1,0,0
251070,0,1,0,1,7,0,1,0,0
251078,1,0,1,0,7,1,0,0,0
251087,1,0,1,0,6,1,0,0,0
251095,0,1,0,1,2,0,1,0,0
251097,1,0,1,0,2,1,0,0,0
251102,0,1,0,1,9,0,1,0,0
251108,0,1,0,1,5,0,1,0,0
251115,0,1,0,1,5,0,1,0,0
251124,0,1,0,1,9,0,1,0,0
251131,0,2,0,1,9,0,2,0,0
251152,1,0,1,0,5,1,0,0,0
251167,0,1,0,1,6,0,1,0,0
251168,1,0,1,0,9,1,0,0,0
251198,0,1,0,1,8,0,1,0,0
251201,0,1,0,1,3,0,1,0,0
251204,0,1,0,1,5,0,1,0,0
251215,1,0,1,0,4,1,0,0,0
251230,1,0,1,0,5,1,0,0,0
251250,0,1,0,1,7,0,1,0,0
251255,0,2,0,1,4,0,2,0,1
251268,1,0,1,0,5,1,0,0,0
251274,0,1,0,1,7,0,1,0,0
251299,0,1,0,1,6,0,1,0,0
251311,0,1,0,1,3,0,1,0,0
251320,0,1,0,1,6,0,1,0,0
251331,0,1,0,1,6,0,1,0,0
251332,0,1,0,1,1,0,1,0,0
251338,0,2,0,1,9,0,2,0,1
251339,0,1,0,1,4,0,1,0,0
251356,1,0,1,0,7,1,0,0,0
251360,1,0,1,0,9,1,0,0,0
251361,1,0,1,0,7,1,0,0,0
251365,0,1,0,1,2,0,1,0,0
251370,0,1,0,1,3,0,1,0,0
251373,0,1,0,1,4,0,1,0,0
251384,0,1,0,1,3,0,1,0,0
251390,1,0,1,0,9,1,0,0,0
251426,0,1,0,1,5,0,1,0,0
251429,0,1,0,1,1,0,1,0,0
251436,0,1,0,1,8,0,1,0,0
251471,0,1,0,1,2,0,1,0,0
251486,1,0,1,0,3,1,0,0,0
251488,1,0,1,0,6,1,0,0,0
251512,1,0,1,0,8,1,0,0,0
251519,0,1,0,1,6,0,1,0,0
251550,0,1,0,1,1,0,1,0,0
251552,0,1,0,1,2,0,1,0,0
251553,0,1,0,1,3,0,1,0,0
251572,0,1,0,1,6,0,1,0,0
251587,1,0,1,0,7,1,0,0,0
251588,0,1,0,1,5,0,1,0,0
251589,0,1,0,1,8,0,1,0,0
251598,0,1,0,1,6,0,1,0,0
251608,0,1,0,1,3,0,1,0,0
251610,0,1,0,1,2,0,1,0,0
251613,0,1,0,1,1,0,1,0,0
251624,1,0,1,0,5,1,0,0,0
251627,0,1,0,1,4,0,1,0,0
251628,0,1,0,1,1,0,1,0,0
251629,0,1,0,1,2,0,1,0,0
251643,0,1,0,1,1,0,1,0,0
251644,0,1,0,1,5,0,1,0,0
251660,0,1,0,1,6,0,1,0,0
251663,1,0,1,0,5,1,0,0,0
251667,0,2,0,1,9,0,2,0,1
251669,0,1,0,1,7,0,1,0,0
251673,0,1,0,1,3,0,1,0,0
251731,0,1,0,1,4,0,1,0,0
251732,0,1,0,1,9,0,1,0,0
251740,0,1,0,1,3,0,1,0,0
251745,0,2,0,1,8,0,2,0,0
251763,0,1,0,1,1,0,1,0,0
251766,0,1,0,1,5,0,1,0,0
251791,1,0,1,0,4,1,0,0,0
251807,0,1,0,1,1,0,1,0,0
251818,0,1,0,1,6,0,1,0,0
251821,1,0,1,0,3,1,0,0,0
251840,0,1,0,1,7,0,1,0,0
251841,0,1,0,1,1,0,1,0,0
251847,0,1,0,1,9,0,1,0,0
251848,1,0,1,0,2,1,0,0,0
251853,0,1,0,1,8,0,1,0,0
251869,0,1,0,1,2,0,1,0,0
251872,0,1,0,1,3,0,1,0,0
251887,0,1,0,1,1,0,1,0,0
251904,0,1,0,1,4,0,1,0,0
251915,0,1,0,1,5,0,1,0,0
251919,0,1,0,1,2,0,1,0,0
251920,0,1,0,1,6,0,1,0,0
251929,1,1,1,1,8,1,1,1,0
251933,0,1,0,1,2,0,1,0,0
251940,1,0,1,0,5,1,0,0,0
251946,0,1,0,1,1,0,1,0,0
251951,1,0,1,0,3,1,0,0,0
251953,1,0,1,0,5,1,0,0,0
251954,0,1,0,1,4,0,1,0,0
251964,0,1,0,1,8,0,1,0,0
251966,0,1,0,1,3,0,1,0,0
251979,0,1,0,1,5,0,1,0,0
251982,0,1,0,1,2,0,1,0,0
251988,2,0,1,0,1,2,0,0,0
252004,0,1,0,1,3,0,1,0,0
252016,0,1,0,1,4,0,1,0,0
252017,0,1,0,1,2,0,1,0,0
252029,0,1,0,1,1,0,1,0,0
252030,0,1,0,1,9,0,1,0,0
252046,0,1,0,1,3,0,1,0,0
252057,0,1,0,1,3,0,1,0,0
252060,1,0,1,0,3,1,0,0,0
252064,1,0,1,0,9,1,0,0,0
252090,0,1,0,1,3,0,1,0,0
252092,1,1,1,1,4,1,1,1,0
252095,1,0,1,0,7,1,0,0,0
252128,0,1,0,1,6,0,1,0,0
252140,1,0,1,0,5,1,0,0,0
252143,1,0,1,0,1,1,0,0,0
252151,1,0,1,0,1,1,0,0,0
252159,0,1,0,1,4,0,1,0,0
252184,1,0,1,0,2,1,0,0,0
252187,0,1,0,1,9,0,1,0,0
252200,0,1,0,1,7,0,1,0,0
252203,0,1,0,1,6,0,1,0,0
252207,0,1,0,1,2,0,1,0,0
252220,0,2,0,1,7,0,2,0,1
252227,1,1,1,1,6,1,1,1,0
252232,0,1,0,1,7,0,1,0,0
252253,1,0,1,0,2,1,0,0,0
252269,1,0,1,0,3,1,0,0,0
252270,0,1,0,1,2,0,1,0,0
252272,1,1,1,1,6,1,1,0,1
252283,1,0,1,0,7,1,0,0,0
252286,0,1,0,1,1,0,1,0,0
252291,0,1,0,1,7,0,1,0,0
252304,0,1,0,1,1,0,1,0,0
252309,1,0,1,0,5,1,0,0,0
252317,0,1,0,1,7,0,1,0,0
252322,0,1,0,1,1,0,1,0,0
252336,0,1,0,1,1,0,1,0,0
252363,0,1,0,1,6,0,1,0,0
252364,1,0,1,0,1,1,0,0,0
252377,0,1,0,1,3,0,1,0,0
252382,0,1,0,1,4,0,1,0,0
252384,0,1,0,1,1,0,1,0,0
252386,1,0,1,0,3,1,0,0,0
252399,1,1,1,1,4,1,1,0,0
252400,0,1,0,1,2,0,1,0,0
252420,0,1,0,1,5,0,1,0,0
252426,1,0,1,0,2,1,0,0,0
252427,0,1,0,1,5,0,1,0,0
252439,0,1,0,1,3,0,1,0,0
252447,1,0,1,0,1,1,0,0,0
252449,0,1,0,1,7,0,1,0,0
252460,0,1,0,1,1,0,1,0,0
252468,0,1,0,1,9,0,1,0,0
252476,0,1,0,1,2,0,1,0,0
252485,1,0,1,0,2,1,0,0,0
252497,0,1,0,1,7,0,1,0,0
252502,0,1,0,1,9,0,1,0,0
252515,1,0,1,0,5,1,0,0,0
252547,0,1,0,1,1,0,1,0,0
252550,0,1,0,1,3,0,1,0,0
252563,1,0,1,0,7,1,0,0,0
252581,0,1,0,1,5,0,1,0,0
252582,0,1,0,1,9,0,1,0,0
252585,0,1,0,1,9,0,1,0,0
252589,1,0,1,0,6,1,0,0,0
252610,0,1,0,1,5,0,1,0,0
252620,0,1,0,1,1,0,1,0,0
252629,0,1,0,1,4,0,1,0,0
252641,2,0,1,0,9,2,0,1,0
252644,0,1,0,1,3,0,1,0,0
252646,0,1,0,1,1,0,1,0,0
252672,0,1,0,1,3,0,1,0,0
252675,0,1,0,1,4,0,1,0,0
252681,2,0,1,0,3,2,0,0,0
252685,1,0,1,0,6,1,0,0,0
252690,0,1,0,1,5,0,1,0,0
252702,1,0,1,0,2,1,0,0,0
252703,0,1,0,1,2,0,1,0,0
252729,1,0,1,0,7,1,0,0,0
252740,0,1,0,1,6,0,1,0,0
252760,0,1,0,1,4,0,1,0,0
252762,0,1,0,1,3,0,1,0,0
252782,0,1,0,1,6,0,1,0,0
252797,0,1,0,1,7,0,1,0,0
252798,0,1,0,1,1,0,1,0,0
252823,1,0,1,0,2,1,0,0,0
252830,1,0,1,0,2,1,0,0,0
252831,0,2,0,1,2,0,2,0,0
252845,0,1,0,1,1,0,1,0,0
252852,0,1,0,1,4,0,1,0,0
252854,0,1,0,1,1,0,1,0,0
252856,0,1,0,1,3,0,1,0,0
252858,1,0,1,0,4,1,0,0,0
252873,0,1,0,1,3,0,1,0,0
252883,1,0,1,0,6,1,0,0,0
252886,0,1,0,1,1,0,1,0,0
252897,0,1,0,1,6,0,1,0,0
252905,0,9,0,1,3,0,9,0,7
252913,0,1,0,1,3,0,1,0,0
252915,1,0,1,0,6,1,0,0,0
252917,0,1,0,1,3,0,1,0,0
252920,0,1,0,1,5,0,1,0,0
252928,0,1,0,1,3,0,1,0,0
252939,1,0,1,0,2,1,0,0,0
252945,0,1,0,1,6,0,1,0,0
252952,0,1,0,1,4,0,1,0,0
252969,1,0,1,0,6,1,0,0,0
252980,0,1,0,1,6,0,1,0,0
252983,0,1,0,1,9,0,1,0,0
252995,2,0,1,0,4,2,0,1,0
252996,0,1,0,1,8,0,1,0,0
252997,0,1,0,1,2,0,1,0,0
253006,0,1,0,1,8,0,1,0,0
253016,1,0,1,0,5,1,0,0,0
253028,0,1,0,1,6,0,1,0,0
253045,0,1,0,1,1,0,1,0,0
253046,0,1,0,1,7,0,1,0,0
253048,0,1,0,1,6,0,1,0,0
253052,0,1,0,1,6,0,1,0,0
253055,0,1,0,1,2,0,1,0,0
253069,0,1,0,1,1,0,1,0,0
253071,1,0,1,0,4,1,0,0,0
253074,0,1,0,1,6,0,1,0,0
253083,0,1,0,1,3,0,1,0,0
253092,0,1,0,1,4,0,1,0,0
253093,0,1,0,1,6,0,1,0,0
253098,0,1,0,1,7,0,1,0,0
253146,0,1,0,1,1,0,1,0,0
253150,0,2,0,1,4,0,2,0,1
253154,0,1,0,1,9,0,1,0,0
253163,1,0,1,0,7,1,0,0,0
253189,1,0,1,0,6,1,0,0,0
253190,1,0,1,0,1,1,0,0,0
253192,0,1,0,1,1,0,1,0,0
253210,1,0,1,0,5,1,0,0,0
253247,0,1,0,1,1,0,1,0,0
253252,0,1,0,1,6,0,1,0,0
253294,0,1,0,1,7,0,1,0,0
253300,0,1,0,1,1,0,1,0,0
253301,0,1,0,1,9,0,1,0,0
253303,1,0,1,0,8,1,0,0,0
253307,0,1,0,1,8,0,1,0,0
253313,0,1,0,1,4,0,1,0,0
253330,0,1,0,1,6,0,1,0,0
253337,0,1,0,1,5,0,1,0,0
253356,0,1,0,1,5,0,1,0,0
253364,1,0,1,0,9,1,0,0,0
253365,0,2,0,1,7,0,2,0,1
253379,1,0,1,0,1,1,0,0,0
253385,0,2,0,1,6,0,2,0,1
253390,1,0,1,0,6,1,0,0,0
253396,0,1,0,1,2,0,1,0,0
253405,0,1,0,1,1,0,1,0,0
253410,0,1,0,1,2,0,1,0,0
253421,1,0,1,0,4,1,0,0,0
253437,0,1,0,1,1,0,1,0,0
253447,0,1,0,1,8,0,1,0,0
253451,0,1,0,1,2,0,1,0,0
253498,0,1,0,1,1,0,1,0,0
253509,1,0,1,0,5,1,0,0,0
253512,0,1,0,1,5,0,1,0,0
253534,0,1,0,1,5,0,1,0,0
253550,1,0,1,0,2,1,0,0,0
253559,1,0,1,0,4,1,0,0,0
253561,0,1,0,1,2,0,1,0,0
253565,0,1,0,1,8,0,1,0,0
253578,0,1,0,1,5,0,1,0,0
253583,0,1,0,1,6,0,1,0,0
253585,1,0,1,0,6,1,0,0,0
253590,1,0,1,0,4,1,0,0,0
253595,0,1,0,1,8,0,1,0,0
253602,0,1,0,1,1,0,1,0,0
253625,2,0,1,0,2,2,0,0,0
253632,1,0,1,0,9,1,0,0,0
253647,1,0,1,0,7,1,0,0,0
253652,0,1,0,1,4,0,1,0,0
253665,0,1,0,1,6,0,1,0,0
253667,1,0,1,0,9,1,0,0,0
253671,0,1,0,1,2,0,1,0,0
253682,1,0,1,0,9,1,0,0,0
253687,0,1,0,1,1,0,1,0,0
253691,0,1,0,1,4,0,1,0,0
253704,0,1,0,1,6,0,1,0,0
253708,0,1,0,1,2,0,1,0,0
253713,0,1,0,1,5,0,1,0,0
253716,0,4,0,1,7,0,4,0,3
253717,0,1,0,1,5,0,1,0,0
253721,0,1,0,1,3,0,1,0,0
253734,1,0,1,0,1,1,0,0,0
253738,0,1,0,1,2,0,1,0,0
253742,0,1,0,1,4,0,1,0,0
253761,0,1,0,1,6,0,1,0,0
253776,0,1,0,1,8,0,1,0,0
253780,1,0,1,0,1,1,0,0,0
253825,1,0,1,0,7,1,0,0,0
253831,0,1,0,1,6,0,1,0,0
253844,0,1,0,1,4,0,1,0,0
253860,0,1,0,1,1,0,1,0,0
253865,2,0,1,0,7,2,0,0,0
253887,0,1,0,1,6,0,1,0,0
253895,1,0,1,0,6,1,0,0,0
253896,0,1,0,1,2,0,1,0,0
253899,0,1,0,1,1,0,1,0,0
253907,0,1,0,1,1,0,1,0,0
253912,1,0,1,0,6,1,0,0,0
253917,0,1,0,1,4,0,1,0,0
253920,0,1,0,1,8,0,1,0,0
253933,0,1,0,1,9,0,1,0,0
253939,1,0,1,0,3,1,0,0,0
253943,0,1,0,1,3,0,1,0,0
253951,0,1,0,1,2,0,1,0,0
253959,0,1,0,1,2,0,1,0,0
253961,0,1,0,1,1,0,1,0,0
253973,0,1,0,1,2,0,1,0,0
253981,1,0,1,0,5,1,0,0,0
254000,1,0,1,0,2,1,0,0,0
254013,0,1,0,1,7,0,1,0,0
254018,0,1,0,1,5,0,1,0,0
254024,0,1,0,1,9,0,1,0,0
254033,0,1,0,1,3,0,1,0,0
254045,1,0,1,0,1,1,0,0,0
254046,0,1,0,1,7,0,1,0,0
254066,0,1,0,1,6,0,1,0,0
254067,0,1,0,1,6,0,1,0,0
254068,0,1,0,1,2,0,1,0,0
254073,0,1,0,1,3,0,1,0,0
254074,0,1,0,1,9,0,1,0,0
254090,1,0,1,0,7,1,0,0,0
254091,1,0,1,0,4,1,0,0,0
254105,1,0,1,0,3,1,0,0,0
254120,1,0,1,0,1,1,0,0,0
254124,0,1,0,1,5,0,1,0,0
254129,1,0,1,0,4,1,0,0,0
254131,1,0,1,0,8,1,0,0,0
254137,0,2,0,1,4,0,2,0,1
254142,1,0,1,0,3,1,0,0,0
254144,1,0,1,0,9,1,0,0,0
254151,1,0,1,0,1,1,0,0,0
254178,0,1,0,1,1,0,1,0,0
254179,0,1,0,1,7,0,1,0,0
254188,0,1,0,1,7,0,1,0,0
254200,0,1,0,1,4,0,1,0,0
254211,0,1,0,1,6,0,1,0,0
254220,0,1,0,1,7,0,1,0,0
254230,0,2,0,1,9,0,2,0,1
254255,1,0,1,0,3,1,0,0,0
254260,0,1,0,1,9,0,1,0,0
254263,1,0,1,0,5,1,0,0,0
254280,0,1,0,1,4,0,1,0,0
254306,0,1,0,1,6,0,1,0,0
254317,0,1,0,1,5,0,1,0,0
254323,0,1,0,1,3,0,1,0,0
254336,0,1,0,1,4,0,1,0,0
254337,0,1,0,1,5,0,1,0,0
254343,0,1,0,1,5,0,1,0,0
254347,1,0,1,0,9,1,0,0,0
254368,1,0,1,0,7,1,0,0,0
254412,0,1,0,1,2,0,1,0,0
254417,0,2,0,1,5,0,2,0,1
254423,2,0,1,0,3,2,0,0,0
254429,0,1,0,1,3,0,1,0,0
254437,0,1,0,1,2,0,1,0,0
254489,0,1,0,1,7,0,1,0,0
254496,0,1,0,1,1,0,1,0,0
254502,0,1,0,1,3,0,1,0,0
254505,0,1,0,1,7,0,1,0,0
254507,1,1,1,1,1,1,1,0,0
254516,0,1,0,1,2,0,1,0,0
254523,0,1,0,1,9,0,1,0,0
254525,1,0,1,0,1,1,0,0,0
254538,1,0,1,0,1,1,0,0,0
254542,1,0,1,0,2,1,0,0,0
254556,1,0,1,0,9,1,0,0,0
254560,0,1,0,1,2,0,1,0,0
254571,1,0,1,0,5,1,0,0,0
254581,0,1,0,1,9,0,1,0,0
254588,1,0,1,0,4,1,0,0,0
254598,1,0,1,0,5,1,0,0,0
254607,0,1,0,1,8,0,1,0,0
254631,0,1,0,1,8,0,1,0,0
254635,0,1,0,1,7,0,1,0,0
254640,0,1,0,1,5,0,1,0,0
254650,0,1,0,1,3,0,1,0,0
254665,0,1,0,1,3,0,1,0,0
254680,0,1,0,1,6,0,1,0,0
254693,0,1,0,1,3,0,1,0,0
254694,1,0,1,0,3,1,0,0,0
254727,0,1,0,1,6,0,1,0,0
254744,0,1,0,1,2,0,1,0,0
254746,0,1,0,1,1,0,1,0,0
254756,0,2,0,1,1,0,2,0,0
254771,0,1,0,1,6,0,1,0,0
254779,0,1,0,1,3,0,1,0,0
254793,0,1,0,1,8,0,1,0,0
254815,1,1,1,1,8,1,1,1,0
254819,0,1,0,1,8,0,1,0,0
254835,0,1,0,1,6,0,1,0,0
254837,1,0,1,0,9,1,0,0,0
254839,1,0,1,0,5,1,0,0,0
254892,0,1,0,1,6,0,1,0,0
254897,0,1,0,1,5,0,1,0,0
254932,0,1,0,1,4,0,1,0,0
254939,0,2,0,1,9,0,2,0,0
254953,0,1,0,1,7,0,1,0,0
254955,0,1,0,1,9,0,1,0,0
254960,0,1,0,1,8,0,1,0,0
254965,0,1,0,1,4,0,1,0,0
254991,0,1,0,1,7,0,1,0,0
255005,1,0,1,0,7,1,0,0,0
255006,0,1,0,1,3,0,1,0,0
255019,1,0,1,0,5,1,0,0,0
255020,0,1,0,1,1,0,1,0,0
255027,0,1,0,1,4,0,1,0,0
255050,0,1,0,1,1,0,1,0,0
255061,0,1,0,1,5,0,1,0,0
255077,0,1,0,1,1,0,1,0,0
255110,0,1,0,1,1,0,1,0,0
255112,0,1,0,1,1,0,1,0,0
255121,0,1,0,1,1,0,1,0,0
255133,0,1,0,1,9,0,1,0,0
255134,0,1,0,1,7,0,1,0,0
255137,0,1,0,1,3,0,1,0,0
255148,0,1,0,1,5,0,1,0,0
255154,1,1,1,1,5,1,1,1,0
255165,0,1,0,1,5,0,1,0,0
255219,0,1,0,1,4,0,1,0,0
255222,1,0,1,0,3,1,0,0,0
255238,0,1,0,1,1,0,1,0,0
255245,1,0,1,0,1,1,0,0,0
255251,1,0,1,0,8,1,0,0,0
255260,1,0,1,0,4,1,0,0,0
255267,1,0,1,0,3,1,0,0,0
255269,1,2,1,1,6,1,2,0,2
255275,1,0,1,0,9,1,0,0,0
255292,1,0,1,0,9,1,0,0,0
255301,0,1,0,1,2,0,1,0,0
255302,0,1,0,1,5,0,1,0,0
255306,0,1,0,1,6,0,1,0,0
255312,0,1,0,1,2,0,1,0,0
255334,1,0,1,0,4,1,0,0,0
